订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D30670,2025-05-10,S19493,南区,广西壮族自治区,南宁市,X059,828,56.0,46368.0,商品59,隔离霜,护肤品,56.0,2025,5,2,5,1,0.0,1.0,2.0,1181136.0
D29323,2025-05-08,S12578,南区,广西壮族自治区,桂林市,X050,206,143.0,29458.0,商品50,爽肤水,护肤品,143.0,2025,5,2,3,0,0.0,1.0,2.0,812442.0
D24036,2025-08-24,S17236,东区,上海市,上海市,X029,1086,154.0,167244.0,商品29,面霜,护肤品,154.0,2025,8,3,6,1,0.0,1.0,3.0,392456.0
D25542,2025-06-21,S10966,南区,湖南省,长沙市,X010,1752,58.0,101616.0,商品10,面膜,护肤品,58.0,2025,6,2,5,1,0.0,1.0,2.0,244448.0
D32507,2025-06-27,S16440,西 区,宁夏回族自治区,银川市,X094,1679,94.0,157826.0,商品94,粉底,彩妆,94.0,2025,6,2,4,0,0.0,1.0,0.0,348086.0
D28971,2025-09-10,S20281,西 区,云南省,临沧市,X035,1128,76.0,85728.0,商品35,面霜,护肤品,76.0,2025,9,3,2,0,0.0,1.0,0.0,598497.0
D24120,2025-06-30,S17559,南区,广东省,深圳市,X005,59,185.0,10915.0,商品5,面膜,护肤品,185.0,2025,6,2,0,0,0.0,1.0,2.0,335020.0
D31814,2025-01-25,S15352,西 区,重庆市,重庆市,X022,1377,158.0,217566.0,商品22,眼霜,护肤品,158.0,2025,1,1,5,1,0.0,1.0,0.0,699469.0
D24008,2025-06-17,S23249,北区,山东省,烟台市,X005,964,185.0,178340.0,商品5,面膜,护肤品,185.0,2025,6,2,1,0,0.0,1.0,1.0,481095.0
D29549,2025-06-13,S12331,北区,山东省,潍坊市,X051,875,203.0,177625.0,商品51,爽肤水,护肤品,203.0,2025,6,2,4,0,0.0,1.0,1.0,428647.0
D32317,2025-06-26,S15702,东区,上海市,上海市,X050,728,143.0,104104.0,商品50,爽肤水,护肤品,143.0,2025,6,2,3,0,0.0,1.0,3.0,179257.0
D22708,2025-04-19,S10141,东区,江苏省,苏州市,X011,1882,226.0,425332.0,商品11,面膜,护肤品,226.0,2025,4,2,5,1,0.0,1.0,3.0,1046432.0
D21521,2025-04-21,S22854,东区,江苏省,苏州市,X069,1701,251.0,426951.0,商品69,防晒霜,护肤品,251.0,2025,4,2,0,0,0.0,1.0,3.0,897747.0
D27142,2025-04-03,S15066,西 区,四川省,南充市,X061,1353,203.0,274659.0,商品61,隔离霜,护肤品,203.0,2025,4,2,3,0,0.0,1.0,0.0,934083.0
D23093,2025-06-22,S11051,东区,浙江省,杭州市,X079,809,128.0,103552.0,商品79,口红,彩妆,128.0,2025,6,2,6,1,0.0,1.0,3.0,586173.0
D28779,2025-06-26,S11447,南区,广东省,广州市,X018,919,212.0,194828.0,商品18,眼霜,护肤品,212.0,2025,6,2,3,0,0.0,1.0,2.0,389436.0
D30112,2025-05-16,S19123,北区,山东省,日照市,X044,864,174.0,150336.0,商品44,洁面乳,护肤品,174.0,2025,5,2,4,0,0.0,1.0,1.0,799426.0
D28374,2025-05-23,S19605,北区,山西省,大同市,X088,711,125.0,88875.0,商品88,粉底,彩妆,125.0,2025,5,2,4,0,0.0,1.0,1.0,942925.0
D26627,2025-08-08,S19969,北区,北京市,北京市,X021,900,59.0,53100.0,商品21,眼霜,护肤品,59.0,2025,8,3,4,0,0.0,1.0,1.0,208706.0
D33917,2025-06-30,S19445,东区,江苏省,镇江市,X018,441,212.0,93492.0,商品18,眼霜,护肤品,212.0,2025,6,2,0,0,0.0,1.0,3.0,93492.0
D24913,2025-05-15,S11188,南区,江西省,新余市,X054,475,83.0,39425.0,商品54,爽肤水,护肤品,83.0,2025,5,2,3,0,0.0,1.0,2.0,619115.0
D25379,2025-08-26,S20417,东区,湖北省,襄阳市,X083,896,208.0,186368.0,商品83,口红,彩妆,208.0,2025,8,3,1,0,0.0,1.0,3.0,733686.0
D30067,2025-07-01,S21358,东区,浙江省,杭州市,X026,1221,101.0,123321.0,商品26,面霜,护肤品,101.0,2025,7,3,1,0,0.0,1.0,3.0,424467.0
D24784,2025-08-04,S11827,东区,江苏省,无锡市,X009,95,92.0,8740.0,商品9,面膜,护肤品,92.0,2025,8,3,0,0,0.0,1.0,3.0,54170.0
D28858,2025-07-14,S11460,东区,安徽省,宿州市,X042,536,159.0,85224.0,商品42,洁面乳,护肤品,159.0,2025,7,3,0,0,0.0,1.0,3.0,923839.0
D31745,2025-07-12,S17720,东区,湖北省,黄冈市,X062,727,239.0,173753.0,商品62,隔离霜,护肤品,239.0,2025,7,3,5,1,0.0,1.0,3.0,705923.0
D32083,2025-05-27,S19375,东区,江苏省,苏州市,X067,303,212.0,64236.0,商品67,隔离霜,护肤品,212.0,2025,5,2,1,0,0.0,1.0,3.0,382234.0
D25620,2025-02-12,S13802,东区,江苏省,盐城市,X022,178,158.0,28124.0,商品22,眼霜,护肤品,158.0,2025,2,1,2,0,0.0,1.0,3.0,739706.0
D31823,2025-02-26,S19593,南区,广东省,广州市,X046,81,241.0,19521.0,商品46,洁面乳,护肤品,241.0,2025,2,1,2,0,0.0,1.0,2.0,193898.0
D23297,2025-06-03,S10325,南区,福建省,福州市,X018,1183,212.0,250796.0,商品18,眼霜,护肤品,212.0,2025,6,2,1,0,0.0,1.0,2.0,1831581.0
D24128,2025-02-04,S11827,东区,江苏省,无锡市,X083,776,208.0,161408.0,商品83,口红,彩妆,208.0,2025,2,1,1,0,0.0,1.0,3.0,362870.0
D30072,2025-06-09,S10098,南区,广西壮族自治区,柳州市,X068,1072,225.0,241200.0,商品68,防晒霜,护肤品,225.0,2025,6,2,0,0,0.0,1.0,2.0,837634.0
D26229,2025-02-16,S22887,南区,江西省,九江市,X075,167,126.0,21042.0,商品75,防晒霜,护肤品,126.0,2025,2,1,6,1,0.0,1.0,2.0,183513.0
D23672,2025-04-14,S17229,北区,山西省,大同市,X046,973,241.0,234493.0,商品46,洁面乳,护肤品,241.0,2025,4,2,0,0,0.0,1.0,1.0,315826.0
D31613,2025-02-07,S17651,南区,广东省,佛山市,X046,892,241.0,214972.0,商品46,洁面乳,护肤品,241.0,2025,2,1,4,0,0.0,1.0,2.0,482982.0
D23446,2025-06-14,S16312,东区,浙江省,台州市,X029,739,154.0,113806.0,商品29,面霜,护肤品,154.0,2025,6,2,5,1,0.0,1.0,3.0,496498.0
D25879,2025-08-21,S10419,南区,广东省,佛山市,X050,995,143.0,142285.0,商品50,爽肤水,护肤品,143.0,2025,8,3,3,0,0.0,1.0,2.0,402952.0
D30749,2025-05-01,S13061,东区,浙江省,宁波市,X101,691,173.0,119543.0,商品101,睫毛膏,彩妆,173.0,2025,5,2,3,0,0.0,1.0,3.0,556861.0
D23661,2025-04-13,S15014,西 区,重庆市,重庆市,X071,1698,253.0,429594.0,商品71,防晒霜,护肤品,253.0,2025,4,2,6,1,0.0,1.0,0.0,1301868.0
D29970,2025-08-02,S10905,南区,广东省,广州市,X003,103,168.0,17304.0,商品3,面膜,护肤品,168.0,2025,8,3,5,1,0.0,1.0,2.0,403869.0
D24927,2025-09-21,S13234,东区,安徽省,铜陵市,X080,369,72.0,26568.0,商品80,口红,彩妆,72.0,2025,9,3,6,1,0.0,1.0,3.0,578716.0
D26774,2025-07-11,S20286,东区,安徽省,合肥市,X071,415,253.0,104995.0,商品71,防晒霜,护肤品,253.0,2025,7,3,4,0,0.0,1.0,3.0,354937.0
D29382,2025-01-16,S11955,西 区,四川省,自贡市,X048,904,61.0,55144.0,商品48,爽肤水,护肤品,61.0,2025,1,1,3,0,0.0,1.0,0.0,256379.0
D25176,2025-07-23,S12163,南区,广西壮族自治区,桂林市,X083,978,208.0,203424.0,商品83,口红,彩妆,208.0,2025,7,3,2,0,0.0,1.0,2.0,1156588.0
D30516,2025-07-26,S15966,南区,福建省,厦门市,X035,980,76.0,74480.0,商品35,面霜,护肤品,76.0,2025,7,3,5,1,0.0,1.0,2.0,822133.0
D28382,2025-09-12,S18131,东区,浙江省,绍兴市,X044,916,174.0,159384.0,商品44,洁面乳,护肤品,174.0,2025,9,3,4,0,0.0,1.0,3.0,225432.0
D31110,2025-07-26,S22744,东区,江苏省,常州市,X037,1509,195.0,294255.0,商品37,面霜,护肤品,195.0,2025,7,3,5,1,0.0,1.0,3.0,529831.0
D25705,2025-09-11,S12471,东区,安徽省,合肥市,X089,1969,104.0,204776.0,商品89,粉底,彩妆,104.0,2025,9,3,3,0,0.0,1.0,3.0,292243.0
D28615,2025-07-25,S15910,北区,河南省,三门峡市,X064,498,150.0,74700.0,商品64,隔离霜,护肤品,150.0,2025,7,3,4,0,0.0,1.0,1.0,444631.0
D24243,2025-09-06,S13870,南区,湖南省,衡阳市,X106,563,224.0,126112.0,商品106,睫毛膏,彩妆,224.0,2025,9,3,5,1,0.0,1.0,2.0,483535.0
D24249,2025-08-05,S12176,南区,广东省,广州市,X059,127,56.0,7112.0,商品59,隔离霜,护肤品,56.0,2025,8,3,1,0,0.0,1.0,2.0,236134.0
D23997,2025-02-14,S19956,东区,浙江省,绍兴市,X050,1823,143.0,260689.0,商品50,爽肤水,护肤品,143.0,2025,2,1,4,0,0.0,1.0,3.0,1049814.0
D33076,2025-08-15,S15501,东区,安徽省,亳州市,X049,393,226.0,88818.0,商品49,爽肤水,护肤品,226.0,2025,8,3,4,0,0.0,1.0,3.0,88818.0
D31009,2025-07-16,S20141,南区,湖南省,长沙市,X031,340,86.0,29240.0,商品31,面霜,护肤品,86.0,2025,7,3,2,0,0.0,1.0,2.0,246926.0
D29060,2025-09-10,S14106,东区,江苏省,常州市,X091,544,214.0,116416.0,商品91,粉底,彩妆,214.0,2025,9,3,2,0,0.0,1.0,3.0,430020.0
D24530,2025-04-23,S16489,北区,河南省,三门峡市,X011,1230,226.0,277980.0,商品11,面膜,护肤品,226.0,2025,4,2,2,0,0.0,1.0,1.0,917490.0
D25194,2025-07-29,S17559,南区,广东省,深圳市,X025,2233,102.0,227766.0,商品25,眼霜,护肤品,102.0,2025,7,3,1,0,0.0,1.0,2.0,339038.0
D28003,2025-05-14,S22035,北区,山东省,临沂市,X036,1537,99.0,152163.0,商品36,面霜,护肤品,99.0,2025,5,2,2,0,0.0,1.0,1.0,630382.0
D25776,2025-04-15,S17807,西 区,甘肃省,酒泉市,X071,294,253.0,74382.0,商品71,防晒霜,护肤品,253.0,2025,4,2,1,0,0.0,1.0,0.0,180901.0
D25257,2025-08-12,S18884,西 区,甘肃省,兰州市,X067,1254,212.0,265848.0,商品67,隔离霜,护肤品,212.0,2025,8,3,1,0,0.0,1.0,0.0,342371.0
D21671,2025-06-17,S22618,南区,广东省,江门市,X037,1054,195.0,205530.0,商品37,面霜,护肤品,195.0,2025,6,2,1,0,0.0,1.0,2.0,780200.0
D29815,2025-06-22,S21735,东区,江苏省,南通市,X037,932,195.0,181740.0,商品37,面霜,护肤品,195.0,2025,6,2,6,1,0.0,1.0,3.0,821848.0
D24123,2025-06-27,S14453,东区,江苏省,无锡市,X039,650,108.0,70200.0,商品39,面霜,护肤品,108.0,2025,6,2,4,0,0.0,1.0,3.0,568890.0
D28127,2025-02-16,S17072,东区,江苏省,苏州市,X018,392,212.0,83104.0,商品18,眼霜,护肤品,212.0,2025,2,1,6,1,0.0,1.0,3.0,539471.0
D21866,2025-01-25,S19580,南区,福建省,厦门市,X030,316,237.0,74892.0,商品30,面霜,护肤品,237.0,2025,1,1,5,1,0.0,1.0,2.0,512010.0
D30477,2025-01-02,S22973,北区,山东省,威海市,X041,482,212.0,102184.0,商品41,洁面乳,护肤品,212.0,2025,1,1,3,0,0.0,1.0,1.0,844243.0
D28112,2025-05-03,S20800,北区,山西省,太原市,X024,307,235.0,72145.0,商品24,眼霜,护肤品,235.0,2025,5,2,5,1,0.0,1.0,1.0,165295.0
D31780,2025-09-19,S13498,北区,山东省,枣庄市,X043,624,186.0,116064.0,商品43,洁面乳,护肤品,186.0,2025,9,3,4,0,0.0,1.0,1.0,116064.0
D23273,2025-09-30,S17476,东区,湖北省,武汉市,X009,220,92.0,20240.0,商品9,面膜,护肤品,92.0,2025,9,3,1,0,0.0,1.0,3.0,480668.0
D21146,2025-07-28,S13568,东区,江苏省,扬州市,X046,1529,241.0,368489.0,商品46,洁面乳,护肤品,241.0,2025,7,3,0,0,0.0,1.0,3.0,883885.0
D24419,2025-07-10,S15275,北区,河北省,张家口市,X051,1281,203.0,260043.0,商品51,爽肤水,护肤品,203.0,2025,7,3,3,0,0.0,1.0,1.0,739285.0
D22921,2025-08-17,S17936,西 区,陕西省,宝鸡市,X038,288,102.0,29376.0,商品38,面霜,护肤品,102.0,2025,8,3,6,1,0.0,1.0,0.0,763571.0
D24539,2025-05-11,S11063,东区,江苏省,无锡市,X007,750,213.0,159750.0,商品7,面膜,护肤品,213.0,2025,5,2,6,1,0.0,1.0,3.0,711967.0
D30073,2025-08-30,S22121,南区,广东省,珠海市,X077,1219,247.0,301093.0,商品77,口红,彩妆,247.0,2025,8,3,5,1,0.0,1.0,2.0,563165.0
D25497,2025-09-08,S16237,西 区,云南省,大理白族自治州,X086,1211,92.0,111412.0,商品86,口红,彩妆,92.0,2025,9,3,0,0,0.0,1.0,0.0,356732.0
D32876,2025-02-04,S18611,东区,江苏省,宿迁市,X051,774,203.0,157122.0,商品51,爽肤水,护肤品,203.0,2025,2,1,1,0,0.0,1.0,3.0,254358.0
D27749,2025-07-18,S13578,东区,上海市,上海市,X108,258,223.0,57534.0,商品108,睫毛膏,彩妆,223.0,2025,7,3,4,0,0.0,1.0,3.0,515630.0
D24003,2025-04-03,S22706,东区,江苏省,南通市,X062,1205,239.0,287995.0,商品62,隔离霜,护肤品,239.0,2025,4,2,3,0,0.0,1.0,3.0,604057.0
D32800,2025-02-10,S21377,北区,山东省,青岛市,X071,1538,253.0,389114.0,商品71,防晒霜,护肤品,253.0,2025,2,1,0,0,0.0,1.0,1.0,933440.0
D22328,2025-02-15,S13281,南区,湖南省,长沙市,X059,898,56.0,50288.0,商品59,隔离霜,护肤品,56.0,2025,2,1,5,1,0.0,1.0,2.0,748856.0
D23089,2025-09-16,S22680,北区,河北省,沧州市,X017,647,213.0,137811.0,商品17,眼霜,护肤品,213.0,2025,9,3,1,0,0.0,1.0,1.0,145655.0
D23153,2025-07-24,S13200,南区,广西壮族自治区,南宁市,X079,881,128.0,112768.0,商品79,口红,彩妆,128.0,2025,7,3,3,0,0.0,1.0,2.0,937945.0
D25807,2025-04-18,S13166,北区,山东省,威海市,X008,803,119.0,95557.0,商品8,面膜,护肤品,119.0,2025,4,2,4,0,0.0,1.0,1.0,128551.0
D32822,2025-07-11,S21267,北区,山东省,潍坊市,X057,1603,245.0,392735.0,商品57,爽肤水,护肤品,245.0,2025,7,3,4,0,0.0,1.0,1.0,850275.0
D30779,2025-05-12,S15066,西 区,四川省,南充市,X040,832,142.0,118144.0,商品40,面霜,护肤品,142.0,2025,5,2,0,0,0.0,1.0,0.0,315753.0
D31736,2025-07-20,S13643,南区,福建省,南平市,X024,900,235.0,211500.0,商品24,眼霜,护肤品,235.0,2025,7,3,6,1,0.0,1.0,2.0,391345.0
D23169,2025-02-19,S21365,南区,湖南省,永州市,X016,1026,99.0,101574.0,商品16,面膜,护肤品,99.0,2025,2,1,2,0,0.0,1.0,2.0,993050.0
D21583,2025-04-29,S13886,东区,湖北省,武汉市,X036,307,99.0,30393.0,商品36,面霜,护肤品,99.0,2025,4,2,1,0,0.0,1.0,3.0,228032.0
D21992,2025-06-27,S16637,东区,江苏省,无锡市,X033,1037,177.0,183549.0,商品33,面霜,护肤品,177.0,2025,6,2,4,0,0.0,1.0,3.0,391309.0
D27494,2025-05-25,S17292,东区,浙江省,杭州市,X011,1368,226.0,309168.0,商品11,面膜,护肤品,226.0,2025,5,2,6,1,0.0,1.0,3.0,1223146.0
D30302,2025-06-15,S21521,东区,上海市,上海市,X035,1672,76.0,127072.0,商品35,面霜,护肤品,76.0,2025,6,2,6,1,0.0,1.0,3.0,448049.0
D32942,2025-05-08,S11671,北区,吉林省,长春市,X008,539,119.0,64141.0,商品8,面膜,护肤品,119.0,2025,5,2,3,0,0.0,1.0,1.0,460147.0
D25555,2025-06-01,S16637,东区,江苏省,无锡市,X055,1160,222.0,257520.0,商品55,爽肤水,护肤品,222.0,2025,6,2,6,1,0.0,1.0,3.0,1117960.0
D28919,2025-07-04,S16548,南区,江西省,南昌市,X058,1080,239.0,258120.0,商品58,爽肤水,护肤品,239.0,2025,7,3,4,0,0.0,1.0,2.0,685192.0
D21307,2025-04-19,S10226,南区,广东省,深圳市,X050,1900,143.0,271700.0,商品50,爽肤水,护肤品,143.0,2025,4,2,5,1,0.0,1.0,2.0,836388.0
D21211,2025-05-17,S16548,南区,江西省,南昌市,X048,1003,61.0,61183.0,商品48,爽肤水,护肤品,61.0,2025,5,2,5,1,0.0,1.0,2.0,226377.0
D21765,2025-07-06,S20933,东区,江苏省,宿迁市,X015,989,151.0,149339.0,商品15,面膜,护肤品,151.0,2025,7,3,6,1,0.0,1.0,3.0,388865.0
D28451,2025-08-27,S22984,北区,山东省,威海市,X023,1122,235.0,263670.0,商品23,眼霜,护肤品,235.0,2025,8,3,2,0,0.0,1.0,1.0,735456.0
D24544,2025-06-26,S20643,北区,河北省,廊坊市,X004,1357,211.0,286327.0,商品4,面膜,护肤品,211.0,2025,6,2,3,0,0.0,1.0,1.0,374805.0
D25228,2025-05-24,S13886,东区,湖北省,武汉市,X088,772,125.0,96500.0,商品88,粉底,彩妆,125.0,2025,5,2,5,1,0.0,1.0,3.0,750387.0
D31569,2025-07-04,S17063,东区,湖北省,武汉市,X004,223,211.0,47053.0,商品4,面膜,护肤品,211.0,2025,7,3,4,0,0.0,1.0,3.0,123374.0
D29428,2025-06-19,S22326,南区,广东省,惠州市,X023,196,235.0,46060.0,商品23,眼霜,护肤品,235.0,2025,6,2,3,0,0.0,1.0,2.0,60161.0
D33074,2025-08-25,S14732,南区,广东省,深圳市,X004,911,211.0,192221.0,商品4,面膜,护肤品,211.0,2025,8,3,0,0,0.0,1.0,2.0,510000.0
D24980,2025-04-30,S14322,南区,广东省,深圳市,X085,955,233.0,222515.0,商品85,口红,彩妆,233.0,2025,4,2,2,0,0.0,1.0,2.0,461865.0
D24962,2025-04-14,S15840,东区,江苏省,宿迁市,X059,746,56.0,41776.0,商品59,隔离霜,护肤品,56.0,2025,4,2,0,0,0.0,1.0,3.0,903419.0
D23655,2025-08-08,S15535,东区,江苏省,南京市,X050,745,143.0,106535.0,商品50,爽肤水,护肤品,143.0,2025,8,3,4,0,0.0,1.0,3.0,1127032.0
D28715,2025-05-22,S16924,南区,广东省,汕头市,X079,316,128.0,40448.0,商品79,口红,彩妆,128.0,2025,5,2,3,0,0.0,1.0,2.0,609440.0
D25845,2025-04-13,S17389,北区,辽宁省,沈阳市,X086,742,92.0,68264.0,商品86,口红,彩妆,92.0,2025,4,2,6,1,0.0,1.0,1.0,358302.0
D21843,2025-04-23,S17207,东区,浙江省,杭州市,X025,64,102.0,6528.0,商品25,眼霜,护肤品,102.0,2025,4,2,2,0,0.0,1.0,3.0,491111.0
D25538,2025-01-21,S14506,北区,河北省,秦皇岛市,X014,397,0.0,0.0,商品14,面膜,护肤品,86.0,2025,1,1,1,0,-86.0,0.0,1.0,160610.0
D31744,2025-08-08,S10859,东区,江苏省,南通市,X026,514,101.0,51914.0,商品26,面霜,护肤品,101.0,2025,8,3,4,0,0.0,1.0,3.0,352183.0
D22165,2025-02-16,S15501,东区,安徽省,亳州市,X061,494,203.0,100282.0,商品61,隔离霜,护肤品,203.0,2025,2,1,6,1,0.0,1.0,3.0,806258.0
D23529,2025-05-30,S11285,东区,江苏省,南京市,X038,15,102.0,1530.0,商品38,面霜,护肤品,102.0,2025,5,2,4,0,0.0,1.0,3.0,1551251.0
D21594,2025-02-12,S14421,西 区,重庆市,重庆市,X024,1619,235.0,380465.0,商品24,眼霜,护肤品,235.0,2025,2,1,2,0,0.0,1.0,0.0,460615.0
D28212,2025-09-12,S21677,北区,山东省,临沂市,X075,317,126.0,39942.0,商品75,防晒霜,护肤品,126.0,2025,9,3,4,0,0.0,1.0,1.0,390975.0
D22005,2025-02-13,S10359,北区,山东省,济南市,X059,478,56.0,26768.0,商品59,隔离霜,护肤品,56.0,2025,2,1,3,0,0.0,1.0,1.0,567248.0
D27623,2025-06-14,S20830,北区,山东省,烟台市,X046,1561,241.0,376201.0,商品46,洁面乳,护肤品,241.0,2025,6,2,5,1,0.0,1.0,1.0,1135320.0
D34064,2025-09-27,S18720,西 区,贵州省,贵阳市,X003,1309,168.0,219912.0,商品3,面膜,护肤品,168.0,2025,9,3,5,1,0.0,1.0,0.0,302568.0
D23388,2025-01-25,S10016,西 区,贵州省,遵义市,X036,570,99.0,56430.0,商品36,面霜,护肤品,99.0,2025,1,1,5,1,0.0,1.0,0.0,709909.0
D22805,2025-05-05,S19514,北区,山西省,长治市,X003,1097,168.0,184296.0,商品3,面膜,护肤品,168.0,2025,5,2,0,0,0.0,1.0,1.0,1067584.0
D24496,2025-09-27,S21120,南区,广东省,深圳市,X077,741,247.0,183027.0,商品77,口红,彩妆,247.0,2025,9,3,5,1,0.0,1.0,2.0,724264.0
D24783,2025-02-27,S12418,东区,江苏省,苏州市,X044,620,174.0,107880.0,商品44,洁面乳,护肤品,174.0,2025,2,1,3,0,0.0,1.0,3.0,1113790.0
D30316,2025-06-03,S15407,南区,广东省,深圳市,X005,655,185.0,121175.0,商品5,面膜,护肤品,185.0,2025,6,2,1,0,0.0,1.0,2.0,765858.0
D28205,2025-08-06,S11677,南区,江西省,新余市,X095,850,107.0,90950.0,商品95,眼影,彩妆,107.0,2025,8,3,2,0,0.0,1.0,2.0,433155.0
D26934,2025-09-08,S17021,东区,上海市,上海市,X059,772,56.0,43232.0,商品59,隔离霜,护肤品,56.0,2025,9,3,0,0,0.0,1.0,3.0,65765.0
D23684,2025-08-14,S22955,南区,江西省,萍乡市,X014,488,86.0,41968.0,商品14,面膜,护肤品,86.0,2025,8,3,3,0,0.0,1.0,2.0,666444.0
D24493,2025-05-16,S22973,北区,山东省,威海市,X045,2145,205.0,439725.0,商品45,洁面乳,护肤品,205.0,2025,5,2,4,0,0.0,1.0,1.0,1684071.0
D21299,2025-04-25,S23119,南区,江西省,南昌市,X081,1282,204.0,261528.0,商品81,口红,彩妆,204.0,2025,4,2,4,0,0.0,1.0,2.0,476618.0
D22519,2025-01-29,S12471,东区,安徽省,合肥市,X002,497,141.0,70077.0,商品2,面膜,护肤品,141.0,2025,1,1,2,0,0.0,1.0,3.0,266555.0
D24540,2025-02-21,S13734,北区,山东省,德州市,X003,947,168.0,159096.0,商品3,面膜,护肤品,168.0,2025,2,1,4,0,0.0,1.0,1.0,267354.0
D24771,2025-06-04,S21531,东区,安徽省,合肥市,X023,1084,235.0,254740.0,商品23,眼霜,护肤品,235.0,2025,6,2,2,0,0.0,1.0,3.0,415587.0
D21855,2025-09-04,S11506,南区,广东省,珠海市,X087,1088,86.0,93568.0,商品87,口红,彩妆,86.0,2025,9,3,3,0,0.0,1.0,2.0,300483.0
D31665,2025-01-09,S18003,南区,福建省,泉州市,X018,643,212.0,136316.0,商品18,眼霜,护肤品,212.0,2025,1,1,3,0,0.0,1.0,2.0,429511.0
D25712,2025-08-28,S13266,东区,安徽省,蚌埠市,X070,846,242.0,204732.0,商品70,防晒霜,护肤品,242.0,2025,8,3,3,0,0.0,1.0,3.0,651389.0
D27090,2025-09-09,S13589,西 区,重庆市,重庆市,X089,441,104.0,45864.0,商品89,粉底,彩妆,104.0,2025,9,3,1,0,0.0,1.0,0.0,105336.0
D31245,2025-04-14,S13200,南区,广西壮族自治区,南宁市,X072,1032,62.0,63984.0,商品72,防晒霜,护肤品,62.0,2025,4,2,0,0,0.0,1.0,2.0,611250.0
D29849,2025-01-03,S10966,南区,湖南省,长沙市,X103,1152,202.0,232704.0,商品103,睫毛膏,彩妆,202.0,2025,1,1,4,0,0.0,1.0,2.0,1033047.0
D25718,2025-02-08,S12118,北区,辽宁省,本溪市,X015,824,151.0,124424.0,商品15,面膜,护肤品,151.0,2025,2,1,5,1,0.0,1.0,1.0,960990.0
D25278,2025-08-27,S19890,南区,广东省,汕尾市,X046,2114,241.0,509474.0,商品46,洁面乳,护肤品,241.0,2025,8,3,2,0,0.0,1.0,2.0,1512101.0
D27725,2025-02-17,S14357,西 区,四川省,攀枝花市,X071,752,253.0,190256.0,商品71,防晒霜,护肤品,253.0,2025,2,1,0,0,0.0,1.0,0.0,460216.0
D24977,2025-04-29,S14453,东区,江苏省,无锡市,X021,66,59.0,3894.0,商品21,眼霜,护肤品,59.0,2025,4,2,1,0,0.0,1.0,3.0,796009.0
D32345,2025-05-17,S22963,东区,湖北省,孝感市,X024,401,235.0,94235.0,商品24,眼霜,护肤品,235.0,2025,5,2,5,1,0.0,1.0,3.0,151481.0
D24351,2025-05-28,S12814,南区,广东省,梅州市,X090,721,197.0,142037.0,商品90,粉底,彩妆,197.0,2025,5,2,2,0,0.0,1.0,2.0,882737.0
D24539,2025-05-11,S11063,东区,江苏省,无锡市,X003,1110,168.0,186480.0,商品3,面膜,护肤品,168.0,2025,5,2,6,1,0.0,1.0,3.0,711967.0
D28952,2025-02-02,S21838,南区,福建省,泉州市,X007,1156,213.0,246228.0,商品7,面膜,护肤品,213.0,2025,2,1,6,1,0.0,1.0,2.0,1062813.0
D27283,2025-05-25,S13627,南区,广西壮族自治区,北海市,X069,171,251.0,42921.0,商品69,防晒霜,护肤品,251.0,2025,5,2,6,1,0.0,1.0,2.0,652381.0
D30366,2025-06-03,S12897,北区,山东省,青岛市,X049,584,226.0,131984.0,商品49,爽肤水,护肤品,226.0,2025,6,2,1,0,0.0,1.0,1.0,403405.0
D29030,2025-08-22,S16891,南区,福建省,泉州市,X065,1421,140.0,198940.0,商品65,隔离霜,护肤品,140.0,2025,8,3,4,0,0.0,1.0,2.0,501580.0
D24037,2025-05-29,S17717,南区,广西壮族自治区,崇左市,X088,213,125.0,26625.0,商品88,粉底,彩妆,125.0,2025,5,2,3,0,0.0,1.0,2.0,118510.0
D30046,2025-06-30,S19759,西 区,贵州省,黔东南州,X045,808,205.0,165640.0,商品45,洁面乳,护肤品,205.0,2025,6,2,0,0,0.0,1.0,0.0,326199.0
D21394,2025-01-19,S14775,南区,广东省,深圳市,X111,1324,200.0,264800.0,商品111,睫毛膏,彩妆,200.0,2025,1,1,6,1,0.0,1.0,2.0,749372.0
D29704,2025-01-09,S18351,东区,江苏省,南通市,X001,1181,121.0,142901.0,商品1,面膜,护肤品,121.0,2025,1,1,3,0,0.0,1.0,3.0,768633.0
D27769,2025-06-24,S20293,东区,江苏省,南京市,X011,1200,226.0,271200.0,商品11,面膜,护肤品,226.0,2025,6,2,1,0,0.0,1.0,3.0,430050.0
D26087,2025-05-01,S22660,西 区,重庆市,重庆市,X025,1406,102.0,143412.0,商品25,眼霜,护肤品,102.0,2025,5,2,3,0,0.0,1.0,0.0,209716.0
D23807,2025-09-08,S11188,南区,江西省,新余市,X023,923,235.0,216905.0,商品23,眼霜,护肤品,235.0,2025,9,3,0,0,0.0,1.0,2.0,725891.0
D29895,2025-06-15,S16910,北区,北京市,北京市,X061,1605,203.0,325815.0,商品61,隔离霜,护肤品,203.0,2025,6,2,6,1,0.0,1.0,1.0,753923.0
D28104,2025-04-09,S18621,北区,山东省,滨州市,X097,1155,56.0,64680.0,商品97,眼影,彩妆,56.0,2025,4,2,2,0,0.0,1.0,1.0,338604.0
